content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
this game is totally awesome 👍,5,2025-06-13 23:09:16,positive,2,0.9840644001960754
I played genshin cuz I hate playing with other people but now y'all added so many co-op events and we are forced to play in co-op to get primogems. And I thought HSR would be fine until they added one. Why can't we just have a single player version that we can get all the primogems reward and the co-op version so people can play co-op if they WANT to.,1,2025-06-13 23:06:10,negative,0,0.8783252835273743
I am loving this game I can't stop playing it so much detailing and next level action and so much quest i can play the whole day without a break,5,2025-06-13 23:01:39,positive,2,0.995641589164734
cool game,5,2025-06-13 22:53:32,positive,2,0.9658502340316772
the best game i played,5,2025-06-13 22:51:05,positive,2,0.8161600232124329
The best RPG open World Game... Well I hope they give me Primogems..,5,2025-06-13 22:50:42,positive,2,0.9561952352523804
Lumine made me fart a little,3,2025-06-13 22:05:54,negative,0,0.942695379257202
One of the best games I tried in my life,5,2025-06-13 21:30:51,positive,2,0.8751762509346008
this game is THE BEST GAME EVER the story is sad cool cinematic and all kinds of other cool stuff the characters are amazing and they have a ton of lore stuck with them it's perfect I suggest you to try it,5,2025-06-13 21:30:40,positive,2,0.994223654270172
one of the best game someone could ever play loved the Open world experience and character's this game is just best,5,2025-06-13 21:19:14,positive,2,0.957028865814209
nah mb banyak💔,1,2025-06-13 21:12:44,neutral,1,0.7652870416641235
story like experience,5,2025-06-13 21:02:18,neutral,1,0.925406277179718
take a lot of time to make progress😑😑😑,1,2025-06-13 20:53:47,positive,2,0.6226630806922913
ehhhh it's starting to show it's age the slow pace game is not for me anymore wuwa is better lmao,3,2025-06-13 20:42:45,neutral,1,0.3626924455165863
"outdated game, little rewards",1,2025-06-13 20:37:50,negative,0,0.9954664707183838
"i cant open genshin, it will go back to screen home. even though already uninstall and install back. same thing happen.",3,2025-06-13 20:24:34,negative,0,0.6720747351646423
scam game. always lose rate off after winning once. that's equal to you must draw 200x to winning the draw.,1,2025-06-13 20:23:00,negative,0,0.984161615371704
it's a very relaxing experience it just doesn't feel like a game it's like you're in the game🤩,5,2025-06-13 19:54:40,neutral,1,0.7675778269767761
Truly it's a Masterpiece,5,2025-06-13 19:43:14,positive,2,0.9883453845977784
"don't know how to start, two years ago when I was in serious depression this game helps me get through the situation, kept me alive..thank you hoyo",5,2025-06-13 19:35:13,positive,2,0.9862098097801208
this so op,5,2025-06-13 19:28:36,positive,2,0.9426889419555664
good i like it,5,2025-06-13 19:17:19,positive,2,0.992523729801178
why the hell are the rewards so little?,2,2025-06-13 19:16:36,negative,0,0.971670150756836
Fr its very nice game i liked it a much but hoyo doesn't like its community,3,2025-06-13 19:08:47,neutral,1,0.6177905797958374
Most characters are not even voiced such a low value production,1,2025-06-13 18:12:22,negative,0,0.9903200268745422
give us more primogems. i ain't doing a 2 hour world quest just for 60 primos,1,2025-06-13 17:23:31,neutral,1,0.9651906490325928
MANA KOKOMI AKUUUUUU 😡😡😡😡😡😡😡😡👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻😡😡😡😡😡👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 KENAPA KOKOMI AKU PYRO😡😡😡😡😡😡😡😡😡😡😡👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻😡😡😡😡😡😡😡😡😡😡💢💢💢💢💢💢💢💢💢💢,1,2025-06-13 17:19:13,positive,2,0.9770958423614502
"I downloaded it cuz of the hype. Loading took so long, I deleted it. I left it for an hour! Not exaggerating, actual one hour...",1,2025-06-13 17:09:11,neutral,1,0.718537449836731
super cool super graphics. I love the game. Kinda sad that you can't play it offline. But really good.,5,2025-06-13 16:44:08,positive,2,0.9235286116600036
im broke now,5,2025-06-13 16:17:40,negative,0,0.9212594628334044
I need a mount for travelling,3,2025-06-13 15:41:24,neutral,1,0.9538008570671082
worst game to hard,1,2025-06-13 15:37:29,negative,0,0.9829272627830504
"i really enjoyed the game but it's getting quite boring throughout the versions. Anyhow, I really hate farming for dps artifacts.. makes me mentally crazy because they won't give us good stats.",3,2025-06-13 14:54:16,neutral,1,0.6941767930984497
"At first, I thought it would be boring, but l ended up playing it for more than 5 hours. This is my first ever fantasy world that l actually liked, l love how the storylines are amazing and how detailed the characters are. I love everything about this app.",5,2025-06-13 14:45:54,positive,2,0.8602659106254578
amazing music!! 👏🎶,5,2025-06-13 14:33:00,positive,2,0.9547536969184875
"Add Ukrainian, please!",1,2025-06-13 14:28:57,neutral,1,0.6251031160354614
"Edit: im back again now, the cut scene is lagging on tablets. Try to fix that too, please.",5,2025-06-13 13:52:04,negative,0,0.98610121011734
"This game is very....simply....just.... plain...BORING TO PLAY.Nothing new whatsoever, i mean there's a reason Wuthering waves is kilometres better",1,2025-06-13 13:51:45,negative,0,0.989909291267395
"story yang membosankan, ekplorasi sulit isi chest sedikit, tidak ada pembaruan yang membantu pemain, no skip story. tidak ada kesadaran tim pengembang untuk mendengarkan pemain. sudah bosan memainkan game ini. bye hoyo 😔",1,2025-06-13 13:09:09,positive,2,0.8097852468490601
ive been playing this game for a year and a half now its pretty good every character has a storyline and the graphics is good even for mobile i really recommend it if your looking for a long time game,5,2025-06-13 12:24:08,positive,2,0.9910542368888856
too good,5,2025-06-13 12:02:45,positive,2,0.8619683384895325
recommendation game.i like this game is full adventure open world,5,2025-06-13 11:49:05,positive,2,0.9904894828796388
best game,5,2025-06-13 11:41:44,positive,2,0.9188456535339355
Good,5,2025-06-13 11:36:55,positive,2,0.8451583385467529
"if you start this game in 2025, just play wuwa instead. There is no point in playing this game. All hoyo games are just money burning now.",1,2025-06-13 11:30:49,negative,0,0.6396138668060303
"First of all, my phone's OPPO A5 Pro with 8GB RAM and 256GB storage. May snapdragon processor. Now, what I'm disappointed about the game is that even if I have a lot of storage and a stable connection, never have I ever had a good gaming experience since I started because naglalag siya lagi given the fact na may stable connection naman ako. Ang panget din when they talk ay putol². I left WuWa for this pero, sa una lang maganda yung gaming experience. That's why, I give you 4 stars for now. 🥲",4,2025-06-13 11:24:40,negative,0,0.992152988910675
pay to win as hell,1,2025-06-13 10:41:28,negative,0,0.7965231537818909
Skip bottom just put the freaking skip bottom all player were asking but you don't care,1,2025-06-13 10:12:53,neutral,1,0.6360328197479248
this is the best game I could have ever played but the thing is I feel like it's too hard to get a 4 or five star characters also when you do have enough storage for it to update it takes 5 hours or 3 hours to get also I don't like when you play and whenever and always when I'm playing it gets so gliching to the point when I can't even play and it kicks me out I checked my wifi and it's not that,2,2025-06-13 10:02:55,negative,0,0.9757564067840576
Sorry 🥺,1,2025-06-13 09:57:43,negative,0,0.964895248413086
This game is very interesting and funny,5,2025-06-13 09:52:54,positive,2,0.9797358512878418
good content,5,2025-06-13 09:41:29,positive,2,0.9549183249473572
the best game I ever played it's too beautiful I could cry from this,5,2025-06-13 09:33:32,positive,2,0.99153870344162
"Was a good game until 5.0. They are now power creeping the hell out of old characters in many ways. New base game content feels terrible unless you have the current newest units. So yeah, I would not recommend this game, and if you really want to play it I'd say play up until Natlan after that... QUIT THE GAME FOR YOUR OWN SANITY.",1,2025-06-13 09:31:30,neutral,1,0.54648756980896
"The game is great but the fan service is getting annoying. You guys want to make more money? Give us more male characters, and ones that don't obviously copy other characters that you don't own. Also, I choose to be f2p because I refuse to give any money to people who are trying to use AI in the future. I'd rather play this game with no voice lines at all instead of playing with AI. Stop ruining this game with every new update. You're downgrading at this point",3,2025-06-13 09:23:38,negative,0,0.9790654182434082
Amazing game. overall the best open world game I've played. Must try !,5,2025-06-13 08:58:41,positive,2,0.9774632453918456
"I don't like it, it takes up a lot of storage and the files weigh 33 GB, please just make it at least 4 GB to save more space.",1,2025-06-13 08:46:10,negative,0,0.9488916397094728
was a bug,4,2025-06-13 07:46:06,negative,0,0.9496094584465028
"absolute fire. This game is pretty addicting too, though it would be better if you can farm primos easier",5,2025-06-13 07:34:29,positive,2,0.9078211784362792
so fun! I love exploring!,5,2025-06-13 07:15:13,positive,2,0.9888176918029784
"THIS GAME IS GETTING WORSE! Honestly the players are feeling no hope for the devs and the gacha game itself: Players receive no helpful answer from support for 2 years...And the game still hasn't got an optimization for Android users (Genshin Impact on Cloud costs insane). And no ""skip dialogue"" button still in game. I played the game for 2 years and was literally waiting for ""shinier grass"".",1,2025-06-13 07:11:36,negative,0,0.9909076690673828
"Older characters are getting powercrept by newer characters and are left to dust. Now they have this, thing where it makes you really ""need"" to pull the newer characters due to how powerful they are compared to the older characters unless you maxed them out real bad. The game also feels very repetitive after a long time. Gets boring, because the game has too many dialogues during quest and you can't skip them. It's very time consuming and it makes people lazy to even continue (at least myself)",2,2025-06-13 06:59:20,negative,0,0.9941097497940063
Too many female characters.,1,2025-06-13 06:10:02,negative,0,0.8984372615814209
dear genshin impact if u r see this you should improve game because you didn't give characters 5 stars to beginners which makes game boring improve this I m uninstalling this game now,1,2025-06-13 05:43:02,negative,0,0.99554705619812
"Enquanto eu não puder buildar bons artefatpa de maneira confortável, essa minha avaliação não vai aumentar.",1,2025-06-13 05:02:41,positive,2,0.5947525501251221
"The app crashed seconds after the starting screen. the first time i downloaded this game to my new phone, all together with the rest of 25GB files and played it, was all smooth sailing UNTIL TODAY (06/13/25) A DAY AFTER I INSTALLED IT, It crashed right before the app can even present the title of the game!. And No, i still have 150GB left in my space, nor my mobile's specs is low (its a gaming phone so that's that). i tried re-installing it again earlier but same thing happened. this sucks.",1,2025-06-13 04:46:43,negative,0,0.9822136163711548
"This is probably my favourite game ever. I've been playing since 2023 (January), I adore the exploration mechanics, massive range of activities to do whether you prefer combat, deep lore, or sometimes just a silly card game. The very best part about genshin is the wide range of music styles they incorporate, consisting of styles from all over the world, which is why it's my personal favourite part about it. Additionally, the game also releases regular updates and responds to feedback quickly!!",5,2025-06-13 03:43:35,positive,2,0.9940425753593444
op game,5,2025-06-13 03:39:55,negative,0,0.6299228072166443
"написано, что игра бесплатная, но она стоила мне всего",3,2025-06-13 03:37:48,neutral,1,0.3647129535675049
Yesss slay,1,2025-06-13 03:15:35,neutral,1,0.9259507060050964
"This game is not free to play, not at all. Grinding primos seems easy in the beginning but afterwards, it feels like rent is due. Pity system doesn't have that shocking factor of pulling characters early and can only pull 5 star characters when the counter is 70 or above and even in that, have to deal with 50/50.",1,2025-06-13 02:59:51,negative,0,0.9523034691810608
osm game,5,2025-06-13 02:18:41,negative,0,0.8424829840660095
this is the best anime game I have played so far,5,2025-06-13 02:12:22,positive,2,0.9870474338531494
"racism, fatphobia, lesbait, queerbait, homophobia and the list goes on.. the game is decent but it's just from a high budget",1,2025-06-13 02:12:00,negative,0,0.9615841507911682
they added controller support wow,3,2025-06-13 01:32:40,positive,2,0.6614226698875427
since I played this game for 4 years when the furina rerun way back I got lost but I won early and now yelan rerun I lost and I won and after that continuously getting lost 50/50 it's kinda hard for f2p player I think I'm getting lost interest to the game because of that well skirk is coming and I don't have any hype that I would get skirk because I know you will do anything to lost 50/50 sadly I don't expect about it I'm getting tired of this happen I like genshin but the system of this gacha,2,2025-06-13 01:27:09,negative,0,0.946466863155365
Hoping HOYOVERSE listen to player base feedback instead of talking to wall for 4 years,5,2025-06-13 01:05:10,positive,2,0.5821510553359985
nice game,5,2025-06-12 23:54:04,positive,2,0.8704322576522827
Nah Cs I'm obsessed w ts shii the ppl who rated ts as 1 star are fools fr,5,2025-06-12 23:24:13,neutral,1,0.9422767162322998
lag,2,2025-06-12 23:21:00,negative,0,0.8691768050193787
I LOVE GENSHIN IMPACT CZ it gaves me relax to play,5,2025-06-12 23:18:10,positive,2,0.990116536617279
"In recent times, the game has totally gone down. Most of the character voices remain silent. Rewards are too few and the grinding system is unrewarded to F2Ps. A lot of QoL changes remain unimplemented and locked behind premium characters. Combat system needs a major overhaul. F2P characters need a total redesign in terms of stats. Uninstalled and I'm only coming back when all the characters get their voice and when Paimon gets a new VA, we don't a who VA toxic to the players, voicing Paimon.",1,2025-06-12 23:08:06,negative,0,0.9857960939407348
lost my acc and I tried contacting customer service,1,2025-06-12 22:37:17,negative,0,0.979939103126526
"a blast, i missed teyvat so bad",5,2025-06-12 22:19:40,neutral,1,0.3716071844100952
I liked this game very very much,5,2025-06-12 22:07:50,positive,2,0.9503839015960692
one of the best,5,2025-06-12 22:07:27,positive,2,0.740576446056366
"I love the open world rpg games, I have never played on like this. I haven't stopped playing ever since.",5,2025-06-12 21:52:34,positive,2,0.9557957053184508
I Give it a 5 star because the game is enjoyable and the graphics story are amazing but I have a issue because my Damage text grass ice effects in water isn't showing. I just upgradenew phone now heheh,5,2025-06-12 21:46:14,neutral,1,0.7999236583709717
very good,5,2025-06-12 21:34:01,positive,2,0.9726731181144714
awesome,5,2025-06-12 21:30:24,positive,2,0.927529752254486
Sometimes the controls doesn't work properly like when pressing two buttons simultaneously.The game is best I like the anime art style graphics. The combat experience is also very good and the game provides player tons of free rewards as a f2p player I like it. Fix the controls issue as soon as possible,3,2025-06-12 21:29:39,positive,2,0.964531183242798
"Great great game. Never thought I'd get to experience something like Skyrim and Zelda on mobile. So much freedom and so many fascinating elements and mechanisms. But yet the Parkour in the game remains my favorite core mechanism in the game. I hope they further better the parkour, making it more limitless, enjoyable and as a more fun way to explore the game's world.",5,2025-06-12 21:20:48,positive,2,0.9883721470832824
"God tier music, fun and engaging story. Though writing quality has been on a downturn. There is alot to be desired when it comes to gameplay and grinding.",4,2025-06-12 21:09:52,positive,2,0.9473872184753418
really Best RPG game,5,2025-06-12 21:01:12,positive,2,0.961010754108429
"I enjoy this game a lot, it like most gacha games. But it takes a lot of storage which makes it hard for Mobile players to have enough storage for other things like pictures, videos, social media, and other games. Overall it's a amazing game but i am giving it four stars because of the storage issue.",4,2025-06-12 20:31:08,positive,2,0.96726793050766
Absolute cinema....40Gb totally worth it.... : ),5,2025-06-12 20:17:01,positive,2,0.985784351825714
"3years 3 pulls, very nice.",1,2025-06-12 20:04:39,positive,2,0.9863183498382568
no words. just amazing,5,2025-06-12 19:51:07,positive,2,0.9739399552345276
ı love this game sooo much✨️✨️❤️‍🔥,5,2025-06-12 19:44:30,positive,2,0.9901976585388184
bs game,1,2025-06-12 19:29:30,negative,0,0.8960399031639099
such good story,5,2025-06-12 18:55:02,positive,2,0.9905511140823364
I like this game but while downloading*Downloading Resources* it take too long so most of my friends can't play. I would like to say to make the downloading resources just in minutes! 🙏😞,5,2025-06-12 18:54:29,neutral,1,0.5885916948318481
"I love the game, been playing it for 2 years now... Although i'm just a little disapp because of their anniversary rewards. But yeah, it's just a small thing. EDIT: man, I can't with these powercreeps, im so tired",1,2025-06-12 18:09:51,neutral,1,0.6727288961410522
artifacts farming still making me like i eat poo poo everyday,1,2025-06-12 18:00:45,positive,2,0.5222516655921936
"please hoyo make genshin great again , please give max stamina upgrade, we have been 240 stamina for so long, update 5.3 , the besttt STORYYYY OF NATLAN SO FAR edit: please we really need max stamina upgrade , many of my friends already left genshin for wuwa , it really annoying because we cannot use our favourite char for exploration",5,2025-06-12 17:50:59,neutral,1,0.650309145450592
"Genshin Impact had so much potential because of its rich world-building, stunning visuals, and promise of deep, evolving storytelling. But starting with the Natlan update, many feel the game has shifted focus. Content feels rushed or shallow, with events and regions lacking depth. Fan service has taken over—characters now seem designed more for appeal than narrative purpose. Combined with slow story pacing, and greedy monetization, the game feels hollow compared to its early release.",1,2025-06-12 17:49:33,negative,0,0.9367918968200684
"great graphics, game was great overall however there is, least masculinity, Also too much nudity, I have deleted this game",1,2025-06-12 17:28:39,neutral,1,0.4156125783920288
"Great game, story is good, overall good experience. Getting primos isn't that bad but definitely not the best. You either have to pay to win if you didn't get the Character you want, or deal with it. The characters? Not bad, though definitely not the greatest. Community? I'd recommend to get away from the community, definitely not a great experience. Exploration? Hell yeah, i always take pictures of my characters in different places.",4,2025-06-12 17:24:56,positive,2,0.831005334854126
it's a good game.. but the gift/prize very llittle,4,2025-06-12 17:21:16,positive,2,0.7406004071235657
"Please make a new game as described further-a best and perfect game with top insane level graphics quality and sharpness,contrast,and luminous,VFX and all others and made of unreal engine 5.6 copilot and latest best AI 🥺and it should be action adventure massively vast open world game,and a perfect story and story line in which beautiful interacting lush greenery areas involve and cyberpunk style like buildings in it and we can go inside and enjoy real life like things mixofWuWa&GI,notgodsystem",3,2025-06-12 16:04:30,positive,2,0.9953597187995912
"Yes, this game's community is very toxic. Yes, it takes up lots of storage space. Yes, not everything is perfect. But overall, this is probably the best game I've ever played. It has a beautiful open world, it's story is amazing, characters are loveable, and gosh there is too much to say. Most of the issues mentioned by other reviews can be fixed. Storage space? You can manage your data. Bugs? Report it. I honestly don't understand slander for this game because it is overall amazing.",5,2025-06-12 15:56:53,positive,2,0.9881943464279176
"okay I have finally reached my one year exploring teyvat all scenery is marvelous, the lore is interesting I really wanted to dig more and the music is God tier and the gameplay experiences is A okay but some mechanics and features are still lacking like I do really need resins reserve like I do because I can't have all time I have many things to do and when I can't logged in my daily resins will go to waste so I beg to add that feature oh and bring back little buddy and Ruu PLEASE!!!",5,2025-06-12 15:56:44,negative,0,0.800822913646698
Gudmarani Game,5,2025-06-12 15:32:41,neutral,1,0.4684924185276031
wow is the best game I love it because is the most popular anime game,5,2025-06-12 15:28:15,positive,2,0.9748411774635316
THIS GAME WOULD'VE BEEN WONDERFUL IF THEY AREN'T AFRAID TO MAKE DARK SKINNED CHARACTERS!!!! MAKE CAPITANO PLAYABLE DAMN IT!!!,1,2025-06-12 15:27:18,neutral,1,0.39752858877182
what is this game a kind of joke take me 5 years to wait🙄🙄🤮🤮🤮,1,2025-06-12 15:18:10,negative,0,0.9636836647987366
very nice,5,2025-06-12 15:05:56,positive,2,0.9761494994163512
best game ever tried,5,2025-06-12 15:05:35,positive,2,0.8611283898353577
event is so boring to play and the reward only a few to get.,3,2025-06-12 15:02:36,negative,0,0.9889756441116332
it good game but took to build character... also animator is absolute so so ao bad right now.. i hope they improve it.. also a week domain... man i hate it,1,2025-06-12 14:55:55,negative,0,0.5189440846443176
I lost 50/50,4,2025-06-12 14:31:38,negative,0,0.6459778547286987
It's hard to play as F2P Because Primogem is low in receipt,4,2025-06-12 14:30:27,negative,0,0.9347271919250488
it's a good game but I feel that the traveler should have his/her own burst,5,2025-06-12 14:28:39,positive,2,0.7680346965789795
fun,5,2025-06-12 14:08:09,positive,2,0.9832187294960022
Tried but didn't enjoy,2,2025-06-12 13:40:25,negative,0,0.92013818025589
🤩🤩🤩🤩🤩🥰🥰🥰🥰🥰,5,2025-06-12 13:24:30,neutral,1,0.3864839971065521
Very good 👍,5,2025-06-12 13:20:03,positive,2,0.9726731181144714
"I'm back playing, pls give me skirk as a welcome gift for me returning. huhuhuhu🥺🥹",5,2025-06-12 13:18:09,positive,2,0.9010611176490784
This is not doubt the best game I had ever played but there are some issues. The main issue is resins daily 200 resins is literally not enough while doing domain for some perticular character all the resins are wasted because there is no guarantee of getting a good artifact. So I request that atleast 500 resins daily is the perfect solution for this thing with this Genshin Impact is a top notch game. Thank you. Please fix this problem.,4,2025-06-12 13:14:45,negative,0,0.9615296721458436
"Please make the limited event quest permanent, so new players can enjoy the story even more, also give 10 free credits for every update like HSR",1,2025-06-12 13:00:28,neutral,1,0.9837505221366882
"This game went TOTALLY down the garbage. It started off decent, but ever since sumeru, all the characters have been dull, the creators barely listen to anyone, and even called this game a 'loli heaven'. Yikes. Plus, the newer area; Natlan has some of the worst characters I've ever seen. It's based on black culture, and NO ONE IS BLACK. and, not to mention the weird vore-ish link one of the characters was based off of. Double yikes. I hate Genshin and the story it's ruined.",1,2025-06-12 12:56:49,negative,0,0.9922630786895752
the best game,5,2025-06-12 12:48:19,positive,2,0.7658512592315674
Please reduce the size of the game my phone cant handle 36 gb,4,2025-06-12 12:23:31,negative,0,0.9927895665168762
perfect,5,2025-06-12 12:12:39,positive,2,0.8968796730041504
Absolute Shame,1,2025-06-12 12:09:30,negative,0,0.9365410804748536
"Character designs and story telling are getting worse. Quests have missing voiced characters. Arifact farming is disappointing. Huge power creep, making older characters completely useless.",1,2025-06-12 12:06:03,negative,0,0.992514193058014
"this game is beautiful....u will never regret the graphics,gameplay,the story and the mechanics,it's just top notch from start to end",5,2025-06-12 11:57:31,positive,2,0.9928128123283386
ok,5,2025-06-12 11:28:59,neutral,1,0.633765459060669
"coming from a player who played genshin for more than 4years and spent a lot in this game. this game ages like milk. it was fun at first but after 4years, it slowly became boring and repetitive. maybe I have gotten used to the daily in Zzz and start rail, genshin's daily feels like a burden. the character development is non existent and the character friendship level is a joke. the character design and their personality feels like something from a soap opera. reused and overused in the same game",2,2025-06-12 10:58:01,negative,0,0.987896203994751
This is a pretty nice game. I always travel around even at places that I shouldn't be in I open up most of the map already in fact... Not the best idea but hey. it's pretty nice.,5,2025-06-12 10:55:28,positive,2,0.8294726610183716
"Took me out unplayable on most phones, probably shouldn't be a moble game tbh",3,2025-06-12 10:55:08,negative,0,0.9662753343582152
ini apaan si yg sesi anda habis massa tiap login harus masukin email + password mulu,3,2025-06-12 10:37:02,neutral,1,0.671440064907074
"The game has totally gone down in the recent years. The devs don't listen to the feedbacks of the player community. Very few rewards for the F2P players. Still a lot of the voiceover lines are silent and it's breaking the immersion. A lot of QoL changes are pending. Talent Ascension Materials are timegated. Stamina bar drains way too fast. Lore is inconsistent. I could go on and on.. too many problems need addressing.. Don't play this game, get Wuthering Waves, it's more bang for buck.",1,2025-06-12 10:36:41,negative,0,0.9907453060150146
Trash game and trash fandom zzz and wuwa better,1,2025-06-12 10:05:31,negative,0,0.521591305732727
I like it,5,2025-06-12 09:51:35,positive,2,0.9947233200073242
best ever anime game,5,2025-06-12 09:48:09,positive,2,0.9794744253158568
Didn't improve in the last 4 years stopped at Natlan,2,2025-06-12 09:25:52,negative,0,0.5008373856544495
overatted,2,2025-06-12 09:22:48,negative,0,0.9680095314979552
it was great,5,2025-06-12 08:58:40,positive,2,0.8070378303527832
"Even though Genshin is taking up most of my phone storage, I'm still playing it😂",5,2025-06-12 08:12:27,positive,2,0.9660309553146362
This Game is so amazing I cannot wait for 5.7 of genshin,5,2025-06-12 07:17:01,positive,2,0.9924163818359376
BORING Make combat like wuwa,1,2025-06-12 07:16:32,negative,0,0.9911231994628906
Soo good I like how U can put the voice to Japanese Chinese and Korean but keep the text English that helped me LOADS... overall very good game good Experience delicous looking food and hotties everywhere lol...,5,2025-06-12 06:59:06,positive,2,0.981373369693756
"maan I got too much too say, genshin has become a repetitive thing where they give the players ehat they ask for, but fragmented or is inconvenient or super inconvenient, and I hate how much the community gets excited for things that are not even that good and that the shouldn't have taken YEAARSS to develop, there's not enough words on how disappointing Hoyoverse is, to treat the game that gives you billions with a community so starved of good features and content, it is extremely tiring😮‍💨",1,2025-06-12 06:46:19,negative,0,0.9955520033836364
"Beautiful game, love the mechanics.",5,2025-06-12 06:40:44,positive,2,0.982849657535553
no good rewards,1,2025-06-12 06:31:23,negative,0,0.9514982104301452
the rewards sucks,1,2025-06-12 05:34:18,negative,0,0.991320550441742
i love it,5,2025-06-12 05:27:14,positive,2,0.9829347729682922
trash,1,2025-06-12 05:20:24,negative,0,0.9788740277290344
Stingy game,1,2025-06-12 05:11:40,negative,0,0.8098376989364624
badass game,5,2025-06-12 05:10:12,negative,0,0.6916093826293945
Great expereince but takes alot of storage,5,2025-06-12 04:58:32,neutral,1,0.4783104062080383
Trash,1,2025-06-12 04:34:28,negative,0,0.9788740277290344
the game stopped working,1,2025-06-12 04:12:18,negative,0,0.9820765256881714
i forgot my email password and i always just logged into it with my fb. i created it with my fb. and i lost my account of 3 years. support doesn't help.,1,2025-06-12 03:52:05,negative,0,0.7579043507575989
5 star plsss give me skirk at low pity😔,5,2025-06-12 03:43:09,neutral,1,0.4930431842803955
nice,5,2025-06-12 03:30:59,positive,2,0.7540208101272583
"I will say this now that this game is a waste of your time and potential money and I'm not saying this as a rando, I'm an AR 59 player on this game and even have a second account. It's repetitive and boring after like AR 45, the story is decent sometimes though it's mid most of the time, when a new character releases their kit is either trash or the most meta to date, it lacks passion, and worst of all after AR50 all you can do is grind, nothing else, boring, draining and burn out inducing",1,2025-06-12 03:17:05,negative,0,0.9961776733398438
Good game I am at AR 40 and I play in ps4 but please the ubdate on ps are EXTREMELY large please make them lower like lower them from 40gb to 10gb😊😊 but overall very good would recommend to all people👌👌👍👍edit in 2023 I am now still updating genshin on my ps4 is 10gb now it was 40GB... Edit 2025 (Jan 1st) I switched to mobile last year and hmm i had to make it 3 stars because 5.5 was just gooner bait---edit 2025 coming back for skirk and AR 56!,4,2025-06-12 02:55:09,positive,2,0.9527764916419984
"im an old player since beta version of this game,i played since very first version of genshin impact and i was so happy with it but now it pisses me off...every patch if u do almost everything u only get around 50 wishes more or less..they force you to pay,well god dang it even with welkin moon it goes up to max 70 wishes(not even enough for a char),i quit..i stay where they see their players worthy,not a cash..i really loved..LOVED this game..i must say gj hoyo,u lost another player if u care.",1,2025-06-12 02:00:52,positive,2,0.5932527184486389
"I love this game.. the graphics, the animations and the art styles are just cool af.. 🔥",5,2025-06-12 01:55:26,positive,2,0.9916614294052124
Beautiful game🥰,5,2025-06-12 01:42:08,positive,2,0.9610318541526794
it's an awesome game for anyone whole like sword art online,5,2025-06-12 01:23:46,positive,2,0.9836508631706238
so fun and good story,5,2025-06-12 01:14:51,positive,2,0.9937087297439576
WONDERFUL,5,2025-06-12 00:50:34,positive,2,0.9457034468650818
beautiful game,5,2025-06-12 00:47:17,positive,2,0.9610318541526794
best game ever,5,2025-06-12 00:38:56,positive,2,0.915415346622467
"Mavuika (and pretty much Natlan as a whole) was like a test to see just how much utter garbage Hoyoverse can churn out and still manage to hold on to their customers' patronage. Welp, it worked out for them, I guess. There is somehow still a significant amount of sheep who can accept Mavuika, the leader of a supposedly war-torn, tribal nation dressing up like a biker out of Cyberpunk (I'm not even gonna mention the giant flying revolver, the Minecraft cosplayer, and the DJ on roller skates)",1,2025-06-12 00:36:03,negative,0,0.9825037121772766
amazing,5,2025-06-12 00:35:01,positive,2,0.9365832209587096
where's my primogems,1,2025-06-12 00:21:09,neutral,1,0.9196970462799072
Game is 9/10. Like any other game it has its issues. But so far I am enjoying this game. I wish this game success.,5,2025-06-12 00:13:34,positive,2,0.8395919799804688
please hoyo change the weapon banner and give us more wishes,5,2025-06-12 00:10:22,neutral,1,0.5382736921310425
I just finished Sumeru Archon Quest and it's too good 😭😭 man i can't get over form it. In my head sumeru themes songs and Quest character and story just keep revolving Hoyo you just did a splendid job in sumeru Quest. I just came here from PC to playstore to just praise the good work you did in game now what you should add in the game is the skip button in the world quest,5,2025-06-12 00:00:57,positive,2,0.9953438639640808
"Genshin is a very great game with a great story , openworld adventures and many more. But, I think that there is also a problem with the gacha system like you have to make many pulls before u get a five star character. Also the quest goals are sometimes very confusing. So, I think that genshin should make necessary changes like:- 1) make the 'find the objective in the area' type missions tell you what to do if you stay there for about 3 minutes. 2) please make a lower hard pity like 60.",4,2025-06-11 23:54:45,negative,0,0.6394627690315247
Genshin hacked my account and posted a 5 star review,1,2025-06-11 23:53:18,negative,0,0.5092017650604248
best game i have played on new s25 ultra. beautiful,5,2025-06-11 23:50:58,positive,2,0.9886244535446168
I REALLY LOVE THIS GAME! BUT i Become Bored Playing Quest as the time goes on as most of characters are now muted for a LONG TIME 😓 You Should find ways to solve this ASAP.,4,2025-06-11 22:00:54,neutral,1,0.8967392444610596
add a skip button,1,2025-06-11 21:47:58,neutral,1,0.9330801367759703
this is the best game I have been playing for a week now and I definitely like it it doesn't lag or ANYTHING this game the BEST game!!! if anyone is reading this and hasn't played they better try it! <3,5,2025-06-11 21:29:43,positive,2,0.992084264755249
NICE,5,2025-06-11 21:28:42,positive,2,0.7540208101272583
